 Libcell,Min_delay,Avg_delay,Max_delay
 NAND3_X4N_A9PP84TSL_C14 ,0.008,0.010499999999999999,0.013
 NAND2_X1P5R_A9PP84TL_C14 ,0.004,0.0045663430420711856,0.025
 INV_X4R_A9PP84TL_C14 ,0.008,0.008,0.008
 AND2_X2N_A9PP84TR_C16 ,0.020,0.0235,0.027
 PREICG_X5N_A9PP84TL_C16 ,0.043,0.046113207547169834,0.048
 INV_X5N_A9PP84TL_C16 ,0.006,0.011600000000000001,0.032
 MXT2_X1N_A9PP84TL_C14 ,0.033,0.033,0.033
 INV_X4R_A9PP84TR_C16 ,0.010,0.01,0.010
 BUF_X12N_A9PP84TR_C14 ,0.015,0.017700000000000007,0.020
 SDFFRPQ_X3N_A9PP84TSL_C16 ,0.033,0.033,0.033
 OA21A1OI2_X3N_A9PP84TSL_C16 ,0.009,0.012888888888888896,0.014
 AND2_X2N_A9PP84TL_C16 ,0.016,0.016,0.016
 SDFFSQ_X2N_A9PP84TR_C16 ,0.070,0.07,0.070
 INV_X1P5R_A9PP84TSL_C14 ,0.005,0.005666666666666667,0.006
 DFFRPQ_X1N_A9PP84TR_C14 ,0.036,0.036,0.036
 BUF_X24N_A9PP84TR_C16 ,0.018,0.018,0.018
 MXT2_X1N_A9PP84TR_C16 ,0.016,0.035238095238095235,0.045
 PREICG_X4R_A9PP84TL_C16 ,0.026,0.033999999999999996,0.036
 AOI22_X6N_A9PP84TSL_C14 ,0.009,0.012285714285714287,0.016
 NAND2_X1P5R_A9PP84TL_C16 ,0.015,0.015,0.015
 PREICG_X10R_A9PP84TL_C14 ,0.014,0.017486238532110076,0.037
 INV_X4R_A9PP84TL_C16 ,0.006,0.006,0.006
 NOR2XB_X1N_A9PP84TSL_C14 ,0.009,0.013363636363636373,0.017
 BUF_X12N_A9PP84TL_C14 ,0.009,0.03145349484823236,0.042
 BUFH_X12N_A9PP84TSL_C14 ,0.011,0.01346938775510204,0.017
 INV_X4N_A9PP84TSL_C14 ,0.005,0.009436363636363628,0.042
 NAND2_X3N_A9PP84TR_C14 ,0.016,0.01933333333333333,0.026
 NAND2_X1P5N_A9PP84TSL_C14 ,0.018,0.018,0.018
 MXT2_X1N_A9PP84TL_C16 ,0.020,0.029400000000000003,0.035
 BUFH_X4N_A9PP84TR_C14 ,0.012,0.01777777777777778,0.032
 BUF_X12N_A9PP84TR_C16 ,0.013,0.015,0.017
 BUF_X6N_A9PP84TR_C14 ,0.013,0.018285714285714287,0.027
 SDFFRPQ_X3N_A9PP84TL_C14 ,0.035,0.035500000000000004,0.036
 AO21A1AI2_X1P5N_A9PP84TSL_C14 ,0.023,0.023,0.023
 DFFRPQ_X1N_A9PP84TR_C16 ,0.033,0.05661111111111109,0.109
 NAND2_X3N_A9PP84TL_C14 ,0.016,0.016,0.016
 NAND2_X2R_A9PP84TR_C14 ,0.019,0.019,0.019
 delay100x1 ,0.111,0.13240740740740733,0.205
 INV_X10R_A9PP84TR_C14 ,0.006,0.011000000000000001,0.014
 SDFFQ_X2N_A9PP84TL_C16 ,0.031,0.031,0.031
 PREICG_X10R_A9PP84TL_C16 ,0.045,0.045,0.045
 NOR2XB_X1N_A9PP84TSL_C16 ,0.031,0.036750000000000005,0.045
 SDFFRPQ_X3N_A9PP84TR_C16 ,0.046,0.05575000000000001,0.085
 BUFH_X4N_A9PP84TL_C14 ,0.010,0.015857142857142858,0.018
 NAND2_X3N_A9PP84TSL_C14 ,0.011,0.0115,0.012
 NOR2XB_X1N_A9PP84TR_C16 ,0.040,0.04,0.040
 OAI21_X6N_A9PP84TSL_C14 ,0.008,0.015946826758147525,0.017
 INV_X4N_A9PP84TSL_C16 ,0.005,0.006500000000000001,0.008
 NAND2_X2R_A9PP84TL_C14 ,0.008,0.008,0.008
 SDFFRPQ_X3N_A9PP84TL_C16 ,0.038,0.038,0.038
 OAI2XB1_X2N_A9PP84TSL_C14 ,0.019,0.019,0.019
 XOR2_X1TN_A9PP84TR_C14 ,0.015,0.0155,0.016
 NOR2XB_X1N_A9PP84TL_C16 ,0.030,0.03,0.030
 INV_X5N_DCAP8_A9PP84TL_C14 ,0.004,0.017409107512479927,0.058
 NOR2B_X1N_A9PP84TR_C14 ,0.024,0.024956521739130443,0.046
 INV_X10R_A9PP84TR_C16 ,0.006,0.006500000000000001,0.007
 INV_X20N_A9PP84TSL_C14 ,0.005,0.009999999999999998,0.014
 NAND2_X3N_A9PP84TSL_C16 ,0.017,0.017,0.017
 NAND3_X1P5R_A9PP84TSL_C16 ,0.023,0.023,0.023
 INV_X2F_A9PP84TR_C14 ,0.014,0.0186875,0.019
 NOR2_X4R_A9PP84TR_C14 ,0.013,0.013,0.013
 NAND4_X4R_A9PP84TSL_C14 ,0.009,0.016884057971014492,0.029
 INV_X28N_A9PP84TSL_C14 ,0.008,0.008,0.008
 NAND2_X2R_A9PP84TL_C16 ,0.011,0.011,0.011
 NOR2B_X1N_A9PP84TL_C14 ,0.019,0.020099999999999972,0.023
 INV_X10R_A9PP84TL_C16 ,0.004,0.004,0.004
 BUFH_X4N_A9PP84TSL_C14 ,0.008,0.014779505752024477,0.022
 AO21_X2N_A9PP84TSL_C14 ,0.017,0.020000000000000004,0.023
 AND2_X1N_A9PP84TSL_C14 ,0.016,0.02878947368421052,0.045
 AO1B2_X2N_A9PP84TSL_C14 ,0.012,0.016129032258064523,0.025
 AOI22_X2F_A9PP84TSL_C14 ,0.013,0.016714285714285716,0.024
 INV_X1P5N_A9PP84TR_C16 ,0.011,0.032848837209302297,0.081
 NOR2B_X1N_A9PP84TR_C16 ,0.006,0.02816666666666664,0.044
 AO21A1AI2_X3N_A9PP84TSL_C14 ,0.012,0.012,0.012
 OAI211_X1N_A9PP84TSL_C14 ,0.010,0.019499999999999993,0.023
 SDFFXRPQ_X1N_A9PP84TR_C14 ,0.029,0.06429729729729732,0.099
 INV_X1P5N_A9PP84TL_C16 ,0.021,0.06420000000000001,0.093
 NOR2B_X1N_A9PP84TL_C16 ,0.034,0.034333333333333334,0.035
 BUFH_X4N_A9PP84TSL_C16 ,0.009,0.009,0.009
 NAND4_X1N_A9PP84TL_C14 ,0.029,0.029,0.029
 BUF_X6N_A9PP84TSL_C14 ,0.018,0.018,0.018
 NOR3_X1N_A9PP84TSL_C14 ,0.008,0.03975,0.061
 AOI211_X2N_A9PP84TL_C14 ,0.019,0.019,0.019
 INV_X8F_A9PP84TSL_C14 ,0.004,0.007339233038348043,0.015
 INV_X2F_A9PP84TL_C16 ,0.008,0.011731707317073178,0.014
 AOI22_X6F_A9PP84TR_C14 ,0.012,0.012000000000000002,0.012
 NAND4_X2N_A9PP84TSL_C14 ,0.013,0.015983079526226747,0.017
 AND2_X1N_A9PP84TSL_C16 ,0.020,0.02,0.020
 AO21_X1N_A9PP84TR_C16 ,0.009,0.020892857142857154,0.033
 AO1B2_X2N_A9PP84TSL_C16 ,0.016,0.016,0.016
 NAND4_X1N_A9PP84TR_C16 ,0.031,0.039307692307692314,0.049
